title_author,text_stemmered
The Origins of the Civil Rights Movement de Aldon D. Morris,origin civil right movement aldon morri histori blend scholar research interview mani figur launch civil right movement 1960s 1970s record event movement tumultu first decad
Presidential Power and the Modern Presidents de Richard E. Neustadt,presidenti power modern presid richard e neustadt histori suggest theori presidenti power test event administr postwar presid
"Rest, Rabbit, Rest de Jacquelyn Reinach; Richard Hefter",rest rabbit rest jacquelyn reinach richard hefter fiction rabbit schedul keep busi friend trick rest
Where the Red Fern Grows de Wilson Rawls,red fern grow wilson rawl fiction young boy live ozark achiev heart desir becom owner two redbon hound teach champion hunter
Poppy's Return de Avi,poppi return avi fiction there troubl gray hous girlhood home poppi left long ago poppi famili call back save all—moth father sister brother dozen dozen deer mous cousin poppi invit rebelli son junior join long trip across dimwood forest hope journey bring closer togeth junior skunk pal mephiti ereth cantanker porcupin tow—sugar slug soup!—poppi junior may unexpect adventur
Diary of a Spider de Doreen Cronin,diari spider doreen cronin fiction diari spider worri – scare gigant shoe! actual lot like goe gym class grandpar day school also spin sticki web scale wall take wind–catch lesson lucki best friend fly! doreen cronin harri bliss team behind #1 bestsel diari worm spin hilari tale upside–down web world eight–leg charmer unlik friend fli
An Old-Fashioned Thanksgiving de Louisa May Alcott; James Bernardin,old-fashion thanksgiv louisa may alcott jame bernardin fiction adapt origin stori follow activ seven children nineteenth-centuri new england prepar thanksgiv holiday mother away care grandmoth
The Paradox of Choice de Barry Schwartz,paradox choic barri schwartz busi author battl human natur explain much choic led ever increas complex everyday decis much good thing becom detriment human psycholog emot well-b focus live make right choic reprint 35 000 first print
How to Read Literature Like a Professor de Thomas C. Foster,read literatur like professor thoma c foster literari studi critic mean fiction hero take journey? share meal? get drench sudden rain shower? often much go novel poem readili visibl surface—a symbol mayb remain elus unexpect twist character—and there sneak suspicion deeper mean literari text keep escap practic amus guid literatur thoma c foster show easi gratifi unlock hidden truth discov world road lead quest share meal may signifi communion rain whether cleans destruct never rain rang major theme literari model narrat devic form read literatur like professor perfect companion make read experi enrich satisfi fun
The Amazing Maurice and His Educated Rodents de Terry Pratchett,amaz mauric educ rodent terri pratchett fiction winner 2001 carnegi medal one rat pop squeak loud take bath cream could plagu day amaz glad peopl see kid magic rat pipe amaz rat follow hint town realli amaz ever found rat piper met cat somewher outsid town solemn count money amaz mauric run perfect pie piper scam streetwis alley cat know valu cold hard cash talk way anyth mauric cohort decid con town bad blinitz take fast talk surviv danger await town food scarc rat hate cellar line dead trap terrifi evil lurk beneath hunger-stricken street set terri pratchett wide popular discworld master craft grip read compel funni one world acclaim fantasi writer turn classic fairi tale head one ever look pie piper -- rat -- way again!
The Wee Free Men de Terry Pratchett,wee free men terri pratchett fiction nightmarish danger threaten side realiti arm fri pan common sens young witch-to-b tiffani ach must defend home monster fairyland luckili unusu help local nac mac feegle—aka wee free men—a clan fierc sheep-steal sword-wield six-inch-high blue men togeth must face headless horsemen feroci grimhound terrifi dream come true ultim sinist queen elv stori discworld
Going Postal de Terry Pratchett,go postal terri pratchett fiction arch-swindl moist van lipwig never believ confid crime hang offens -- found noos tight around neck drop trapdoor fall govern job? right moist met maker instead lord vetinari suprem ruler ankh-morpork prompt offer job postmast sinc option nonliv one moist accept posit -- hulk golem watchdog come along case moist consid abandon respons prematur get moribund postal servic run howev may near-imposs task liter mountain decades-old undeliv mail clog everi nook cranni broken-down post offic build creaki old postmen one rather unstabl pin-obsess youth avail deliv wors still moist could swear mail talk worst mean take gargantuan money-hungri grand trunk clack communic monopoli bloodthirsti pirat head mr reacher gilt say build neither rain snow glo ni inspir word admit bronz letter stolen wretch life moist go fight bold imposs what call -- order move mail continu breath get girl special deliv invalu commod everi human mention troll dwarf yes even golem requir hope
Modern Mind de Peter Watson,modern mind peter watson scienc freud babbitt anim farm sartr great societi theori relat countercultur kosovo modern mind encycloped cover major writer artist scientist philosoph produc idea live peter watson produc fluent engag narrat intellectu tradit twentieth centuri men women creat
She Went All the Way de Meg Cabot,went way meg cabot fiction unfortun helicopt ride wild alaska success screenwrit lou calabres reunit sexi jack townsend forc desper battl surviv crash land wilder
Island de Aldous Huxley,island aldous huxley fiction shipwreck journalist discov beauti serent promot scienc island pala
A Year in the Life of William Shakespeare de James Shapiro,year life william shakespear jame shapiro biographi 1599 epoch year shakespear england shakespear wrote four famous play henri fifth julius caesar like remark hamlet elizabethan sent armi crush irish rebellion weather armada threat spain gambl fledgl east india compani wait see would succeed age childless queen jame shapiro illumin shakespear stagger achiev elizabethan experienc cours 1599 bring togeth news intrigu time wonder evoc shakespear work actor businessman playwright result except immedi grip account inspir moment histori
Lucy Sullivan Is Getting Married de Marian Keyes,luci sullivan get marri marian key fiction happen psychic tell luci get marri within year? roommat panic! go happen bliss exist eat take-out drink much wine bring men home never vacuuming? luci reassur friend far busi argu mother take care irrespons father get marri there small matter even boyfriend luci meet gorgeous unreli gus could futur mr luci sullivan? could handsom chuck? daniel world biggest flirt? even cute jed new guy work? mayb friend someth worri
The Terminal Man de Michael Crichton,termin man michael crichton fiction team surgeon perform oper violent paranoid attempt electron control behavior
The Art of the Novel de Milan Kundera,art novel milan kundera literari studi critic kundera brilliant examin work import divers figur rabelai cervant stern diderot flaubert tolstoy musil especi penetr hermann broch explor world kafka novel vivid reveal comic terror kafka bureaucrat univers kundera discuss work includ view role histor event fiction mean action creation charact post-psycholog novel
